Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
583393,26,20,8.666666667000001,8760,0,97232.16667,54,151,72,92,5.142331156,6.8564415410000015,0,0,1,8192,229,20,1
17459,26,20,8.666666667000001,8760,0,2909.833333,11,990,72,92,171.83114730000003,229.1081963,0,0,1,8192,229,20,1
592276,26,20,8.666666667000001,11595,0,98712.66667,1,1,72,92,5.065206086,6.753608115,0,0,1,8192,229,20,1
80711710,56,20,7.0,8760,0,6725975.833,3,3,172,112,0.0991182069999999,0.06194888,0,0,0,256,229,20,1
81056518,56,20,7.0,8675,0,7368774.364,1,1,172,92,0.098696566,0.049348283,0,0,0,256,229,20,1
40986,26,20,8.666666667000001,8760,0,6831.0,8,8,72,92,73.19572537,97.59430049,0,0,1,8192,229,20,1
29622,26,20,8.666666667000001,7300,0,4231.714286,47,47,72,112,101.2760786,168.7934643,0,0,1,8192,229,20,1
80665105,62,20,6.888888889,8760,0,6205008.077000001,2,3,192,112,0.111572408,0.061984671,0,0,0,256,229,20,1
98738,26,20,8.666666667000001,10220,0,14105.428569999998,1,59,72,112,30.38343900000001,50.639065,0,0,1,8192,229,20,1
80736059,56,20,7.0,8675,0,6728004.917,1,1,172,112,0.099088314,0.061930197,0,0,0,256,229,20,1
81062327,56,20,7.0,11595,0,7369302.455,1,1,172,92,0.098689494,0.049344747,0,0,0,256,229,20,1
73311,26,20,8.666666667000001,8760,0,12218.5,5,5,72,92,40.92155338,54.56207118,0,0,1,8192,229,20,1
82182629,56,20,7.0,11595,0,7471148.091,1,1,172,92,0.0973441719999999,0.0486720859999999,0,0,0,256,229,20,1
82225422,56,20,7.0,11595,0,7475038.364,3,3,172,92,0.097293511,0.048646756,0,0,0,256,229,20,1
83360973,56,20,7.0,5840,0,6412382.538,4,4,172,132,0.09596817,0.071976127,0,0,0,256,229,20,1
22151,26,20,8.666666667000001,4380,0,2768.875,1,1,72,132,135.4340662,270.8681324,0,0,2,8192,229,20,1
81962658,56,20,7.0,5840,0,7451150.727000001,1,1,172,92,0.097605424,0.048802712,0,0,0,256,229,20,1
81725211,56,20,7.0,7215,0,6810434.25,3,98,172,112,0.09788901,0.061180631,0,0,0,256,229,20,1
1863942,26,20,8.666666667000001,5840,0,232992.75,7,7,72,132,1.609492141,3.218984282,0,0,2,8192,229,20,1
80660095,56,20,7.0,5840,0,6721674.583,124,151,172,112,0.099181634,0.061988521,0,0,0,256,229,20,1
492753,26,20,8.666666667000001,4380,0,61594.125,15,48,72,132,6.088242994,12.17648599,0,0,2,8192,229,20,1
125647,26,20,8.666666667000001,10220,0,17949.57143,3,30,72,112,23.87641567,39.79402612,0,0,1,8192,229,20,1
125881,26,20,8.666666667000001,7215,0,17983.0,1,1,72,112,23.83203184,39.72005307,0,0,1,8192,229,20,1
82038394,56,20,7.0,11595,0,7458035.818,3,3,172,92,0.0975153169999999,0.048757659,0,0,0,256,229,20,1
676519,26,20,8.666666667000001,5840,0,96645.57143,3,49,72,112,4.434465255,7.390775425,0,0,1,8192,229,20,1
1023810,26,20,8.666666667000001,4380,0,127976.25,3,48,72,132,2.930231195,5.86046239,0,0,2,8192,229,20,1
8034856,24,6,6.0,0,0,2678285.333,1,1,80,0,0.497830951,0.0,6,0,0,256,-1,20,1
1974968,24,6,6.0,0,0,658322.6667,1,1,80,0,2.025349271,0.0,6,0,0,256,-1,20,1
157536,24,6,6.0,0,0,52512.0,337,337,80,0,25.39102173,0.0,6,0,0,256,-1,20,1
10201749,30,6,6.0,0,0,2550437.25,1,1,100,0,0.490112039,0.0,6,0,0,256,-1,20,1
10108728,24,6,6.0,0,0,3369576.0,985,985,80,0,0.3956976579999999,0.0,6,0,0,256,-1,20,1
6071870,24,6,6.0,0,0,2023956.667,4,4,80,0,0.658775633,0.0,6,0,0,256,-1,20,1
8140030,50,20,7.142857143,8760,0,814003.0,2,2,152,92,0.8599476909999999,0.49139868,0,0,0,256,229,20,1
3993938,30,6,6.0,0,0,998484.5,996,996,100,0,1.25189725,0.0,6,0,0,256,-1,20,1
10480589,56,20,7.0,8760,0,952780.8182,1,1,172,92,0.7633158790000001,0.381657939,0,0,0,256,229,20,1
10477217,56,20,7.0,8760,0,952474.2727,3,3,172,92,0.763561545,0.3817807729999999,0,0,0,256,229,20,1
9541794,24,6,6.0,0,0,3180598.0,225,225,80,0,0.4192083789999999,0.0,6,0,0,256,-1,20,1
7528799,24,6,6.0,0,0,2509599.667,903,903,80,0,0.531293238,0.0,6,0,0,256,-1,20,1
4016927,30,6,6.0,0,0,1004231.75,937,937,100,0,1.244732603,0.0,6,0,0,256,-1,20,1
10709706,24,6,6.0,0,0,3569902.0,1,1,80,0,0.373492979,0.0,6,0,0,256,-1,20,1
1767222,26,20,8.666666667000001,7300,0,252460.2857,42,202,72,112,1.697579591,2.8292993180000003,0,0,1,8192,229,20,1
8098775,24,6,6.0,0,0,2699591.667,2,2,80,0,0.493901856,0.0,6,0,0,256,-1,20,1
6683892,30,6,6.0,0,0,1670973.0,0,0,100,0,0.7480671440000001,0.0,6,0,0,256,-1,20,1
2004958,24,6,6.0,0,0,668319.3333,4,4,80,0,1.99505426,0.0,6,0,0,256,-1,20,1
7769,26,20,8.666666667000001,8760,0,1109.857143,61,997,72,112,386.1500837,643.5834727999999,0,0,1,8192,229,20,1
24835,26,20,8.666666667000001,5840,0,3547.857143,8,8,72,112,120.7972619,201.3287699,0,0,1,8192,229,20,1
1300197,26,20,8.666666667000001,8760,0,185742.4286,30,525,72,112,2.307342657,3.845571094,0,0,1,8192,229,20,1
64980,26,20,8.666666667000001,5755,0,8122.5,3,208,72,132,46.16805171,92.33610342,0,0,2,8192,229,20,1
99397,26,20,8.666666667000001,4380,0,12424.625,100,245,72,132,30.18199744,60.36399489,0,0,2,8192,229,20,1
8271946,30,6,6.0,0,0,2067986.5,0,0,100,0,0.6044526889999999,0.0,6,0,0,256,-1,20,1
27320,26,20,8.666666667000001,5840,0,3902.857143,4,154,72,112,109.8096633,183.0161054,0,0,1,8192,229,20,1
4188538,24,6,6.0,0,0,1396179.333,318,318,80,0,0.954987158,0.0,6,0,0,256,-1,20,1
32024,26,20,8.666666667000001,7215,0,4574.857143,4,100,72,112,93.67974019,156.1329003,0,0,1,8192,229,20,1
32143,26,20,8.666666667000001,7215,0,4591.857143,4,97,72,112,93.33291852,155.5548642,0,0,1,8192,229,20,1
